pair_ID	sentença_a	sentença_b	relatedness_score	entailment_judgment
813	Uma garota da Ásia, em frente a uma janela de tijolos, não parece surpresa	Uma garota está vestindo uma camiseta e a boca aberta.	2.1	NEUTRAL
820	Uma pessoa em equipamento de bicicleta está de pé constantemente em frente a algumas montanhas	O equipamento da montanha está constantemente colocado em frente ao motociclista em pé	3.6	NEUTRAL
822	Não há pessoa em equipamento de bicicleta em pé em frente às montanhas	Um grupo de pessoas está equipado com equipamentos de proteção	2.3	NEUTRAL
824	Um grupo de pessoas está equipado com equipamentos usados ​​para proteção	Uma pessoa em equipamento de bicicleta está de pé constantemente em frente a algumas montanhas	2	NEUTRAL
825	Um grupo de pessoas está equipado com equipamentos desprotetores	Uma pessoa em equipamento de bicicleta está de pé constantemente em frente a algumas montanhas	2	NEUTRAL
830	A criança está jogando futebol e caindo inofensivamente na grama	A criança está jogando futebol e caindo na grama	4.6	ENTAILMENT
831	Não há criança jogando futebol e caindo na grama	A criança está jogando futebol e caindo na grama	4.1	CONTRADICTION
836	O futebol está entre os pés de um garoto que está deitado na grama	A criança está jogando futebol e caindo na grama	3.5	NEUTRAL
839	O futebol está entre os pés de um garoto que está deitado na grama	A criança está jogando futebol e caindo na grama	3.7	NEUTRAL
841	Um homem com equipamento usado para escalar está pendurado em uma rocha branca e vertical.	Um homem com equipamento usado para escalar está sob uma rocha branca vertical	3.9	NEUTRAL
844	Uma mulher com um rabo de cavalo está descendo uma parede de rocha	Uma mulher com um rabo de cavalo está subindo uma parede de rocha	4.085	ENTAILMENT
845	Uma mulher com um rabo de cavalo está subindo uma parede de rocha	Uma mulher está segurando um pônei perto de uma parede de escalada	2.9	NEUTRAL
846	Um homem com equipamento usado para escalar está pendurado em uma rocha branca e vertical.	Uma mulher com tranças está escalando uma parede de pedra	2.1	NEUTRAL
848	Uma mulher está segurando um pônei perto de uma parede de escalada	Um homem com equipamento usado para escalar está pendurado em uma rocha branca e vertical.	1.8	NEUTRAL
851	Uma mulher com um rabo de cavalo está subindo uma parede de rocha	O equipamento de escalada para resgatar um homem está pendurado em uma rocha branca e vertical	1.8	NEUTRAL
852	Um homem com equipamento usado para escalar está pendurado em uma rocha branca e vertical.	Uma mulher com um rabo de cavalo está subindo uma parede de rocha	2.7	NEUTRAL
855	Um cachorro preto e um branco estão correndo com alegria na grama	Uma pessoa negra em branco está correndo com alegria com o cachorro na grama	2.4	NEUTRAL
857	Um cachorro branco e um preto estão sentados lado a lado na grama	Um cachorro branco e um preto estão correndo lado a lado na grama	3.7	NEUTRAL
858	Um cachorro branco e um preto estão correndo alegremente lado a lado na grama	Um cachorro preto e um branco estão correndo com alegria na grama	4.4	ENTAILMENT
859	Um cachorro branco e um preto estão sentados lado a lado na grama	Um cachorro preto e um branco estão correndo com alegria na grama	4.115	NEUTRAL
862	Uma pessoa negra em branco está correndo com alegria com o cachorro na grama	Um cachorro branco e um preto estão correndo lado a lado na grama	2.3	NEUTRAL
864	Muitas pessoas estão em um parque de patinação no gelo	Muitas pessoas não estão em um parque de patinação no gelo	3.9	CONTRADICTION
866	Muitas pessoas estão patinando em um parque de gelo	Muitas pessoas estão em um parque de patinação no gelo	3.9	NEUTRAL
867	A pista de patinação no gelo colocada ao ar livre está cheia de pessoas	Uma pista de patinação no gelo colocada ao ar livre está cheia de pessoas	4.9	ENTAILMENT
868	Uma pista de patinação no gelo colocada ao ar livre está vazia	Uma pista de patinação no gelo colocada ao ar livre está cheia de pessoas	3.6	CONTRADICTION
869	Uma pista de patinação no gelo colocada ao ar livre está cheia de pessoas	Um patinador de gelo está ao ar livre se apresentando em uma pista cheia de pessoas	4	NEUTRAL
870	A pista de patinação no gelo colocada ao ar livre está cheia de pessoas	Muitas pessoas estão em um parque de patinação no gelo	4.2	ENTAILMENT
872	Muitas pessoas estão em um parque de patinação no gelo	Um patinador de gelo está ao ar livre se apresentando em uma pista cheia de pessoas	3.5	NEUTRAL
874	Uma pista de patinação no gelo colocada ao ar livre está cheia de pessoas	Não há muitas pessoas no parque de patinação no gelo	3.6	CONTRADICTION
876	Uma pista de patinação no gelo colocada ao ar livre está cheia de pessoas	Muitas pessoas estão em um parque de patinação no gelo	4.5	ENTAILMENT
878	Uma garota de uniforme, que é azul, está abaixando seu braço	Uma garota de uniforme, que é azul, está levantando o braço.	3.4	NEUTRAL
879	Uma garota está criando um uniforme azul com seu braço	Uma garota de uniforme, que é azul, está levantando o braço.	3.3	NEUTRAL
880	A garota de uniforme azul e branco está torcendo	Alguns aplausos estão sendo realizados pela garota de uniforme azul e branco	4.9	ENTAILMENT
881	A garota de uniforme azul e branco não está aplaudindo	A garota de uniforme azul e branco está torcendo	4.1	CONTRADICTION
883	Alguns aplausos estão sendo realizados pela garota de uniforme azul e branco	Uma garota de uniforme, que é azul, está levantando o braço.	4.2	NEUTRAL
887	A garota de uniforme azul e branco está torcendo	Uma garota de uniforme, que é azul, está abaixando seu braço	3.4	NEUTRAL
888	Uma garota está criando um uniforme azul com seu braço	A garota de uniforme azul e branco está torcendo	3.2	NEUTRAL
889	Uma garota de uniforme, que é azul, está levantando o braço.	A garota de uniforme azul e branco está torcendo	3.3	NEUTRAL
892	As pessoas estão em uma praia cheia de areia ao lado do oceano e estão desfrutando de um dia ensolarado	As pessoas estão em uma praia cheia de areia ao lado do oceano e estão desfrutando de um dia cheio de sol	4.8	ENTAILMENT
893	As pessoas estão longe de ser uma praia cheia de areia ao lado do oceano e estão sofrendo do dia ensolarado	As pessoas estão em uma praia cheia de areia ao lado do oceano e estão desfrutando de um dia ensolarado	2.9	NEUTRAL
895	As pessoas estão longe de ser uma praia cheia de areia ao lado do oceano e estão sofrendo do dia ensolarado	Um monte de pessoas está na costa	2.8	NEUTRAL
898	As pessoas estão em uma praia cheia de areia ao lado do oceano e estão desfrutando de um dia ensolarado	Um monte de pessoas está na costa	3.8	ENTAILMENT
902	O homem está fazendo um rodas com uma moto em um campo que é principalmente estéril	O homem está fazendo um rodas com uma motocicleta no chão que é principalmente estéril	4.4	ENTAILMENT
904	O homem está fazendo um rodas com uma motocicleta no chão que é principalmente estéril	O homem está no chão, que é principalmente estéril, filmando um wheelie feito com uma motocicleta.	3.5	NEUTRAL
906	Um homem de macacão azul está corajosamente executando um rodas em uma motocicleta	O homem está saindo de uma motocicleta no chão, o que é principalmente estéril	3.5	NEUTRAL
908	Um homem de macacão azul está corajosamente executando um rodas em uma motocicleta	O homem está fazendo um rodas com uma motocicleta no chão que é principalmente estéril	4.1	NEUTRAL
909	Um homem de macacão azul está deixando de executar um rodas em uma motocicleta	O homem está fazendo um rodas com uma motocicleta no chão que é principalmente estéril	3.4	NEUTRAL
910	O homem está fazendo um rodas com uma motocicleta no chão que é principalmente estéril	Um artista corajoso está fazendo um wheelie com uma motocicleta sobre um homem em um macacão azul	3.6	NEUTRAL
915	Duas pessoas estão discutindo perto de uma multidão	Duas pessoas estão se beijando perto de uma multidão	3	NEUTRAL
917	Duas pessoas estão se beijando apaixonadamente perto de uma multidão	Uma mulher está sendo beijada por um homem	4	NEUTRAL
920	Duas pessoas estão se beijando perto de uma multidão	Uma senhora está sendo beijada por um homem	4.1	NEUTRAL
922	Duas pessoas estão se beijando perto de uma multidão	Uma mulher está sendo beijada por um homem	4	NEUTRAL
927	A jovem está soprando uma bolha que é enorme	A jovem está soprando uma bolha que é muito pequena	3.7	CONTRADICTION
931	A jovem está soprando uma bolha que é enorme	A garota de camisa vermelha tingida não está soprando uma bolha	3.3	NEUTRAL
932	Uma bolha soprou, tingindo a camisa da garota vermelha.	A jovem está soprando uma bolha que é enorme	3	NEUTRAL
935	Uma criança pequena está descalça e está passando por uma poça cheia de lama	Uma criança está vestindo botas verdes e brincando em uma poça cheia de lama	3.5	NEUTRAL
936	Uma criança está vestindo botas verdes e brincando em uma poça cheia de lama	Algumas botas verdes em uma poça cheia de lama são alvo de uma criança brincalhona usando um lenço	3	NEUTRAL
940	Uma criança está vestindo botas verdes e brincando em uma poça cheia de lama	Um menino está pulando em uma poça na rua	3.8	NEUTRAL
943	Um menino está pulando em uma poça na rua	Uma criança está usando botas feitas de borracha verde e brincando em uma poça cheia de lama	4.2	NEUTRAL
944	Uma criança pequena está descalça e está passando por uma poça cheia de lama	Um menino está pulando em uma poça na rua	2.9	NEUTRAL
945	Algumas botas verdes em uma poça cheia de lama são alvo de uma criança brincalhona usando um lenço	Um menino está pulando em uma poça na rua	2.6	NEUTRAL
948	Duas crianças pequenas estão dormindo em um vagão, o que é muito pequeno	Duas crianças pequenas estão comendo corndogs em um vagão, o que é muito pequeno	3.4	NEUTRAL
949	Duas crianças pequenas estão comendo em um vagão muito pequeno, cheio de corndogs	Duas crianças pequenas estão comendo corndogs em um vagão, o que é muito pequeno	3.9	NEUTRAL
950	Duas crianças pequenas estão comendo corndogs	Duas crianças pequenas estão comendo corndogs	4.9	ENTAILMENT
953	Duas crianças pequenas estão comendo corndogs em um vagão, o que é muito pequeno	Duas crianças pequenas estão comendo corndogs	4.5	ENTAILMENT
956	Alguns corndogs estão sendo comidos por duas crianças pequenas que estão em uma carroça, o que é realmente pequeno	Duas crianças pequenas estão comendo corndogs	4.3	ENTAILMENT
957	Duas crianças pequenas estão dormindo em um vagão, o que é muito pequeno	Duas crianças pequenas estão comendo corndogs	1.6	NEUTRAL
959	Duas crianças pequenas estão comendo corndogs em um vagão, o que é muito pequeno	Duas crianças pequenas estão comendo corndogs	4.3	ENTAILMENT
960	Um homem de camisa tingido de roxo está olhando para um homem de camisa preta que está fazendo uma cara engraçada	Um homem de camisa tingido de roxo está olhando para um homem de camisa preta que está fazendo um rosto que parece engraçado	5	ENTAILMENT
961	Um homem de camisa tingido de roxo está se afastando de um homem de camisa preta, que é sério	Um homem de camisa tingido de roxo está olhando para um homem de camisa preta que está fazendo uma cara engraçada	3.4	ENTAILMENT
962	Um homem de camisa tingido de roxo está olhando para um homem de camisa preta que está fazendo uma cara engraçada	Um homem de camisa roxa está morrendo outra camisa preta, que tem um homem olhando para um cachorro fazendo um rosto engraçado pintado nela.	3	NEUTRAL
963	Um homem em uma pose está sendo divertido por outro homem	Um homem que faz uma pose está sendo vigiado por outro homem	4.6	ENTAILMENT
967	Um homem de camisa tingido de roxo está olhando para um homem de camisa preta que está fazendo uma cara engraçada	Não há homem em uma pose sendo observada por outro homem	3.6	NEUTRAL
970	Um homem que faz uma pose está sendo vigiado por outro homem	Um homem de camisa tingido de roxo está se afastando de um homem de camisa preta, que é sério	2.8	NEUTRAL
973	Um cavalo está jogando o cowboy usando calças de cor azul e vermelho	O cowboy de calça azul e vermelho está sendo jogado por um cavalo	4.9	ENTAILMENT
975	Um cavalo está jogando o cowboy usando calças de cor azul e vermelho	O cowboy está jogando as calças azuis e vermelhas em direção ao cavalo	2.9	NEUTRAL
978	Um homem está colocando uma tampa sobre um cavalo selvagem que está caindo na pista	Um homem está caindo de um cavalo em uma pista e é colocado na natureza	3	NEUTRAL
979	Um homem está caindo abruptamente de um cavalo em uma pista colocada na natureza	Um cavalo está jogando o cowboy usando calças de cor azul e vermelho	3.4	NEUTRAL
984	Um homem está caindo de um cavalo em uma pista e é colocado na natureza	O cowboy está jogando as calças azuis e vermelhas em direção ao cavalo	2.2	NEUTRAL
985	Um homem está caindo de um cavalo em uma pista e é colocado na natureza	Um cavalo está jogando o cowboy usando calças de cor azul e vermelho	2.7	NEUTRAL
989	O homem e o garoto estão de pé no fundo da escada, que estão ao ar livre	Um homem e um menino estão de pé no fundo de algumas escadas, que estão ao ar livre	5	ENTAILMENT
991	O homem e o garoto estão de pé no fundo da escada, que estão ao ar livre	O homem está ao ar livre e o garoto está caindo no fundo da escada	3.3	NEUTRAL
994	Um adulto está no anfiteatro e está conversando com um menino	O homem está ao ar livre e o garoto está caindo no fundo da escada	2	NEUTRAL
996	Não há adulto no anfiteatro conversando com um menino	O homem e o garoto estão de pé no fundo da escada, que estão ao ar livre	2.2	NEUTRAL
998	O homem e o garoto estão de pé no fundo da escada, que estão ao ar livre	Um adulto está no anfiteatro e está conversando com um menino	1.8	NEUTRAL
1000	Um garoto de camisa vermelha está em frente a uma longa parede azul e está suspeito levantando uma sobrancelha na câmera	Um menino de camisa vermelha está atrás de uma longa parede azul e está abaixando uma sobrancelha, de frente para a câmera	4	NEUTRAL
1002	Não há garoto em frente ao prédio azul no espaço reservado para pessoas deficientes	Um garoto está de pé em frente ao prédio azul no espaço reservado para pessoas deficientes	4.1	CONTRADICTION
1004	Um garoto de camisa vermelha está em frente a uma longa parede azul e está suspeito levantando uma sobrancelha na câmera	Não há garoto em frente ao prédio azul no espaço reservado para pessoas deficientes	2	NEUTRAL
1007	Um garoto de camisa vermelha está em frente a uma longa parede azul e está suspeito levantando uma sobrancelha na câmera	Um garoto está de pé em frente ao prédio azul no espaço reservado para pessoas deficientes	2.4	NEUTRAL
1008	Os jóqueis estão montando cavalos no campo, que é completamente verde	Os jóqueis estão correndo cavalos em campo, que é completamente verde	4.7	ENTAILMENT
1009	Os jóqueis estão correndo cavalos em campo, que é completamente verde	Os jóqueis estão desacelerando seus cavalos no campo, que é completamente verde	4.2	NEUTRAL
1010	O campo verde para corridas de cavalos está completamente cheio de jóqueis	Os jóqueis estão correndo cavalos em campo, que é completamente verde	4	ENTAILMENT
1016	Alguns corredores furiosos na grama verde estão gritando com os cavalos pulando um obstáculo	Os jóqueis estão correndo cavalos em campo, que é completamente verde	2.8	NEUTRAL
1018	Alguns cavalos estão correndo furiosamente sobre a grama verde e pulando um obstáculo	Os jóqueis estão desacelerando seus cavalos no campo, que é completamente verde	3	NEUTRAL
1019	Alguns cavalos estão correndo furiosamente sobre a grama verde e pulando um obstáculo	O campo verde para corridas de cavalos está completamente cheio de jóqueis	3.9	NEUTRAL
1021	Uma mulher está usando óculos de sol de tamanho grande e está segurando jornais nas duas mãos	A mulher está usando óculos de sol de tamanho grande e está segurando jornais nas duas mãos	5	ENTAILMENT
1022	Uma mulher está usando óculos de sol de tamanho grande e está segurando jornais nas duas mãos	Não há mulher usando óculos de sol de tamanho grande e segurando jornais nas duas mãos	3.8	CONTRADICTION
1026	Uma velha está usando uma camisa com um padrão de rosa e está totalmente carregando dois jornais	Uma mulher está usando óculos de sol de tamanho grande e está segurando jornais nas duas mãos	3.6	NEUTRAL
1028	Uma velha está vestindo uma camisa estampada de rosa e está desajeitadamente carregando dois jornais	A mulher está usando óculos de sol de tamanho grande e está segurando jornais nas duas mãos	3.5	NEUTRAL
1029	Uma velha está vestindo uma camisa estampada de rosa e está desajeitadamente carregando dois jornais	Não há mulher usando óculos de sol de tamanho grande e segurando jornais nas duas mãos	3	NEUTRAL
1031	Uma velha está vestindo uma camisa estampada de rosa e está desajeitadamente carregando dois jornais	Uma mulher está usando óculos de sol de tamanho grande e está segurando jornais nas duas mãos	3.8	NEUTRAL
1033	Uma pessoa que está praticando snowboard cai do ar	Uma pessoa que está praticando snowboard pula no ar	3.5	NEUTRAL
1037	O snowboarder está pulando sobre a neve branca	Um salto sobre a neve branca é muito atraente para os snowboarders	3.2	NEUTRAL
1038	O snowboarder está pulando sem medo sobre a neve branca	Uma pessoa que está praticando snowboard pula no ar	3.9	ENTAILMENT
1043	Um jumper praticante está jogando snowboard de uma pessoa no ar	O snowboarder está pulando sobre a neve branca	2.8	NEUTRAL
1044	O snowboarder está pulando sobre a neve branca	Uma pessoa que está praticando snowboard pula no ar	4.1	ENTAILMENT
1045	Um cachorro está perto de uma bola colorida em vermelho, que está no ar	Um cachorro está perto da bola vermelha no ar	4.9	ENTAILMENT
1046	Um cachorro está perto da bola vermelha no ar	Um cachorro está longe da bola vermelha no ar	3.6	CONTRADICTION
1047	Um cachorro está pulando no ar para pegar uma bola vermelha	Um cachorro está perto da bola vermelha no ar	4.2	NEUTRAL
1048	Um cachorro, que é pequeno, está jogando incansavelmente na grama verde	Um cachorro, que é pequeno, está tocando na grama verde	4.7	ENTAILMENT
1049	Um cachorro, que é pequeno, está tocando na grama verde	Um cachorro, que é pequeno, está saindo da grama verde	3.9	NEUTRAL
1050	Um cachorro, que é pequeno, está tocando na grama verde	Uma criança pequena está brincando com um cachorro de brinquedo verde na grama	2.8	NEUTRAL
1052	Um cachorro, que é pequeno, está saindo da grama verde	Um cachorro está perto da bola vermelha no ar	2.6	NEUTRAL
1053	Um cachorro está perto da bola vermelha no ar	Uma criança pequena está brincando com um cachorro de brinquedo verde na grama	1.8	NEUTRAL
1054	Um cachorro, que é pequeno, está tocando na grama verde	Um cachorro está perto de uma bola colorida em vermelho, que está no ar	2.4	NEUTRAL
1055	Um cachorro está longe da bola vermelha no ar	Um cachorro, que é pequeno, está tocando na grama verde	2	NEUTRAL
1057	Um cachorro está perto da bola vermelha no ar	Um cachorro, que é pequeno, está tocando na grama verde	2.7	NEUTRAL
1061	Um homem está montando uma moto no evento relacionado a motocross	Uma pessoa está montando uma moto no evento relacionado a motocross	4.4	ENTAILMENT
1064	A pessoa está montando uma moto em uma pista de areia	Um homem está montando uma moto no evento relacionado a motocross	3.6	NEUTRAL
1065	Não há pessoa montando uma moto no evento relacionado a motocross	A pessoa está montando uma moto em uma pista de areia	3.565	NEUTRAL
1068	Uma pessoa está montando uma moto no evento relacionado a motocross	A pessoa não está montando uma moto em uma pista de areia	3.3	NEUTRAL
1069	Um motociclista está pulando sobre uma pessoa em uma pista de areia	Uma pessoa está montando uma moto no evento relacionado a motocross	3.3	NEUTRAL
1074	A jovem com uma camisa rosa está deitada pacificamente na grama	A jovem com uma camisa rosa não está deitada pacificamente na grama	4.5	CONTRADICTION
1076	Uma garota está vestindo uma camisa rosa com escrita branca e está deitada na grama	A jovem com uma camisa tingida de rosa está deitada pacificamente na grama	4.1	NEUTRAL
1080	A jovem com uma camisa rosa está deitada pacificamente na grama	Uma garota está nua e está de pé na grama	3.3	NEUTRAL
1082	Um cachorro de tamanho grande está funcionando na grama com uma bola de tênis na boca	Um cachorro grande está correndo na grama com uma bola de tênis na boca	4.7	ENTAILMENT
1083	Não há cachorro grande correndo na grama com uma bola de tênis na boca	Um cachorro grande está correndo na grama com uma bola de tênis na boca	3.5	CONTRADICTION
1084	Um cachorro grande está correndo na grama com uma bola de tênis na boca	Uma grande bola de tênis está sendo usada para ensinar um cachorro a correr na grama e pegá -la com a boca	3.8	NEUTRAL
1087	Um cachorro, que é grande e cinza, está carregando uma bola na boca e correndo pela grama	Uma bola grande e cinza está atingindo um cachorro correndo, que está carregando um pouco de grama na boca	3.1	NEUTRAL
1088	Um cachorro grande está correndo na grama com uma bola de tênis na boca	Um cachorro, que é grande e cinza, está difícil carregar uma bola na boca e correr pela grama	4.2	NEUTRAL
1090	Uma bola grande e cinza está atingindo um cachorro correndo, que está carregando um pouco de grama na boca	Um cachorro grande está correndo na grama com uma bola de tênis na boca	2.45	NEUTRAL
1091	Um cachorro, que é grande e cinza, está carregando uma bola na boca e correndo pela grama	Um cachorro de tamanho grande está funcionando na grama com uma bola de tênis na boca	4.2	NEUTRAL
1092	Um cachorro, que é grande e cinza, está carregando uma bola na boca e correndo pela grama	Não há cachorro grande correndo na grama com uma bola de tênis na boca	3.4	NEUTRAL
1093	Uma grande bola de tênis está sendo usada para ensinar um cachorro a correr na grama e pegá -la com a boca	Um cachorro, que é grande e cinza, está carregando uma bola na boca e correndo pela grama	3.2	NEUTRAL
1094	Um cachorro, que é grande e cinza, está carregando uma bola na boca e correndo pela grama	Um cachorro grande está correndo na grama com uma bola de tênis na boca	4.4	ENTAILMENT
1095	Um homem está abrindo um pequeno pacote que contém fones de ouvido	Um homem está abrindo um pacote que contém fones de ouvido	4.9	ENTAILMENT
1097	Um homem está abrindo um pacote que contém fones de ouvido	Um homem que está usando fones de ouvido está abrindo um pacote	2.9	NEUTRAL
1099	Não há mulher montando um cavalo	Uma mulher está montando um cavalo	2.8	CONTRADICTION
1104	Um homem que está usando fones de ouvido está abrindo um pacote	Uma mulher está montando um cavalo	1.2	NEUTRAL
1105	Uma mulher está montando um cavalo	Um homem está abrindo um pacote que contém fones de ouvido	1.1	NEUTRAL
1108	Um homem está abrindo um pacote que contém fones de ouvido	Um homem que está usando fones de ouvido está abrindo um pacote	2.8	NEUTRAL
1109	Um homem está cantando e tocando o violão	Um homem está cantando uma música e tocando o violão	4.9	ENTAILMENT
1111	Um homem está cantando uma música e tocando o violão	Um homem está abrindo um pacote que contém fones de ouvido	1.2	NEUTRAL
1112	Um homem está abrindo um pacote que contém fones de ouvido	Não há homem cantando e tocando o violão	1.2	NEUTRAL
1115	Um homem está cantando e tocando o violão	Um homem que está usando fones de ouvido está abrindo um pacote	1.9	NEUTRAL
1117	Um cachorro está montando um skate em um parque	Um cachorro está montando um skate	4.3	ENTAILMENT
1118	Um cachorro está montando um skate	Não há cachorro montando um skate	3.5	CONTRADICTION
1120	Um cachorro está montando um skate	Não há cachorro montando um skate	3.2	CONTRADICTION
1122	Não há cachorro montando um skate	Um cachorro está montando um skate	3.8	CONTRADICTION
1128	Um peixe está caçando uma tartaruga no mar	Uma tartaruga marinha está caçando peixe	3.9	NEUTRAL
1129	A tartaruga está seguindo o peixe vermelho	A tartaruga está seguindo o peixe	4.6	ENTAILMENT
1133	Uma tartaruga marinha está caçando peixe	A tartaruga não está seguindo o peixe	3.2	NEUTRAL
1135	A tartaruga está seguindo o peixe	Uma tartaruga marinha está caçando comida	3.9	NEUTRAL
1145	Uma mulher está mergulhando um camarão na massa	O carro está sendo conduzido por um homem	1.4	NEUTRAL
1147	Uma mulher está mergulhando um camarão na massa	Um homem está dirigindo um carro	1	NEUTRAL
1149	Não há homem tocando violão	Um homem está tocando um violão	2.8	CONTRADICTION
1153	Não há homem tocando piano	Um homem está tocando um violão	2.5	NEUTRAL
1154	Um homem está tocando um violão sob uma janela	Um homem está tocando um piano	2.4	NEUTRAL
1155	Não há homem tocando violão	Um homem está tocando um piano	3.2	NEUTRAL
1157	Uma mulher está adicionando ingredientes a uma tigela grande	Uma mulher está adicionando ingredientes a uma tigela	4.6	ENTAILMENT
1161	Uma mulher está quebrando alguns ovos em um recipiente	Uma mulher está adicionando ingredientes a uma tigela	4.3	NEUTRAL
1162	Uma mulher está quebrando alguns ovos fora de uma tigela	Uma mulher está adicionando ingredientes a uma tigela	3.5	NEUTRAL
1165	Uma mulher está quebrando alguns ovos em uma tigela	Uma mulher está adicionando ingredientes a uma tigela	4.1	ENTAILMENT
1167	Não há mulher cortando uma cenoura	Uma mulher está cortando uma cenoura	4.1	CONTRADICTION
1169	Não há mulher cortando uma batata	Uma mulher está cortando uma batata	3.9	CONTRADICTION
1175	Uma mulher está cozinhando camarões	Uma mulher está fervendo camarões	4.1	NEUTRAL
1179	Uma mulher está fervendo camarões	Uma mulher está organizando o cabelo dela	1.2	NEUTRAL
1180	Uma mulher está fervendo camarões	Não há mulher penteando o cabelo dela	1	NEUTRAL
1182	Uma mulher não está fervendo camarões	Uma mulher está penteando o cabelo dela	1.5	NEUTRAL
1184	Um homem e uma mulher estão caminhando através de uma área arborizada	Um homem e uma mulher estão andando por uma área arborizada	4.5	ENTAILMENT
1188	Um homem e uma mulher estão andando juntos por áreas arborizadas	Um homem e uma mulher estão andando por uma área arborizada	4.5	ENTAILMENT
1191	Um homem e uma mulher estão andando juntos pela floresta	Um homem e uma mulher estão andando por uma área do deserto	3.8	NEUTRAL
1193	Um homem está fazendo um discurso em um pódio	Um homem está falando em um pódio	4.8	ENTAILMENT
1194	Um homem está falando em um pódio	Não há homem falando em um pódio	3	CONTRADICTION
1195	Um homem está falando em um pódio	Um pódio é onde um homem está falando	4.8	ENTAILMENT
1196	Um homem está tocando em um palco em frente a uma multidão	Um homem está falando em um palco	3.4	NEUTRAL
1200	Um homem está falando em um pódio	Não há homem falando em um palco	3.4	NEUTRAL
1202	Um homem está fazendo um discurso em um pódio	Um homem está falando em um palco	4.1	NEUTRAL
1205	Um homem está falando em um palco	Um homem está falando em um pódio	4.3	NEUTRAL
1206	Uma mulher está falando em um dispositivo telefônico	Uma mulher está falando em um telefone	4.7	ENTAILMENT
1207	Uma mulher não está falando em um telefone	Uma mulher está falando em um telefone	3.5	CONTRADICTION
1212	Uma mulher está falando em um dispositivo telefônico	Dois meninos estão falando ao telefone	2.5	NEUTRAL
1213	Uma mulher não está falando em um telefone	Dois meninos estão falando ao telefone	2.8	NEUTRAL
1214	Uma mulher está falando em um telefone	Dois meninos estão falando ao telefone	3.1	NEUTRAL
1215	Um macaco está percorrendo um pântano	Um macaco está andando através de um rio	4	NEUTRAL
1219	Um pequeno macaco está andando no rio	Um macaco está percorrendo um pântano	3.9	NEUTRAL
1221	Um macaco está andando através de um rio	Um pequeno macaco está andando pela água	4.3	NEUTRAL
1222	Um pequeno macaco está andando pela água	Não há macaco percorrendo um pântano	3.7	NEUTRAL
1227	Um homem está cortando um tomate	Não há homem cortando um tomate	3.3	CONTRADICTION
1228	Um homem está cortando um tomate vermelho	Um homem está cortando um pão	3.2	NEUTRAL
1230	Um homem está cortando um pão	Um homem está cortando um tomate	2.9	NEUTRAL
1239	Uma mulher está dançando e cantando com outras mulheres	Uma mulher está se apresentando na chuva	3.4	NEUTRAL
1240	Não há mulher dançando e cantando na chuva	Uma mulher está dançando e cantando com outras mulheres	3.1	NEUTRAL
1242	Uma mulher está removendo a casca de uma batata	Uma mulher está descascando uma batata	4.9	ENTAILMENT
1244	Um homem está cortando um tomate vermelho	Uma mulher está cortando um tomate	3.1	NEUTRAL
1246	Uma mulher está descascando uma batata	Um homem está cortando um tomate vermelho	2.3	NEUTRAL
1248	Uma mulher está removendo a casca de uma batata	Uma mulher está cortando um tomate	3.2	NEUTRAL
1249	Uma mulher está cortando um tomate	Não há mulher descascando uma batata	1.8	NEUTRAL
1251	Uma mulher está amalgamando ovos	Uma mulher está misturando ovos	4.5	ENTAILMENT
1255	A mulher faminta está comendo	Uma mulher está misturando ovos	2.5	NEUTRAL
1259	A mulher está comendo	Uma mulher está misturando ovos	2.2	NEUTRAL
1268	Uma banda está se apresentando em um palco	Uma banda está tocando no palco	4.9	ENTAILMENT
1270	Não há mistura de homem	Um homem está misturando	3.7	CONTRADICTION
1271	Um homem está organizando o jardim	Um homem está cortando um gramado	3	NEUTRAL
1273	Um homem está misturando	Um homem está organizando o jardim	1.5	NEUTRAL
1274	Um homem está misturando	Um homem não está cortando um gramado	1.9	NEUTRAL
1275	Um homem está balançando uma bebida	Um homem está cortando um gramado	1.6	NEUTRAL
1276	Não há mistura de homem	Um homem está cortando um gramado	1.2	NEUTRAL
1280	Um homem está andando em um quintal	Um homem está andando para fora	4.1	ENTAILMENT
1282	Um homem está dançando	Um homem está andando em um quintal	2.2	NEUTRAL
1283	Não há homem andando para fora	Um homem está dançando	1.6	NEUTRAL
1284	Um homem está se movendo graciosamente	Um homem está andando para fora	3.2	NEUTRAL
1287	Um gato preto está balançando em um ventilador	Um gato está balançando em um ventilador	4.5	ENTAILMENT
1291	Um gato está balançando em um ventilador	Um gato está preso em um ventilador de teto que está se movendo	4.1	NEUTRAL
1292	Um gato está tocando em um ventilador de teto em movimento	Um gato está balançando em um ventilador	4.635	ENTAILMENT
1293	Um gato preto está balançando em um ventilador	Um gato está preso em um ventilador de teto em movimento	3.8	NEUTRAL
1294	Um gato está preso em um ventilador de teto em movimento	Não há gato balançando em um ventilador	2.8	CONTRADICTION
1297	Um homem está jogando flauta	Não há homem jogando flauta	3.5	CONTRADICTION
1303	Um homem está jogando flauta	Não há homem jogando futebol	1.3	NEUTRAL
1305	Um homem está fazendo música com uma flauta	Um homem está jogando futebol	1.1	NEUTRAL
1308	Um homem está jogando flauta	Um homem está jogando futebol	1.7	NEUTRAL
1311	Uma pessoa está realizando um truque de cartão	Uma pessoa está fazendo um truque com algumas cartas	4.8	ENTAILMENT
