pair_ID	sentença_a	sentença_b	relatedness_score	entailment_judgment
4916	Um homem está cantando e tocando um violão	Um homem está cantando e tocando um instrumento musical	4.5	ENTAILMENT
4934	Os recrutas estão conversando com um oficial	Um oficial está conversando com os recrutas	3.7	NEUTRAL
4963	O alho está sendo picado por uma mulher	Uma mulher está cortando alho	4.7	ENTAILMENT
4966	Uma mulher está cortando um peixe	Não há mulher cortando um peixe	2.7	CONTRADICTION
4983	Uma mulher está montando um cavalo	Um cavalo está sendo montado por uma mulher	5	ENTAILMENT
5003	Um gato grande está abrindo uma gaveta de plástico com suas patas e está pulando para dentro	Um gato está abrindo uma gaveta e pulando para dentro	4.4	ENTAILMENT
5030	O homem está falando ao telefone	O homem está falando ao telefone	4.9	ENTAILMENT
5047	Um homem está cortando cebolas	Uma mulher está cortando uma cebola	3.5	NEUTRAL
5051	Um homem está abrindo uma porta	Não há homem abrindo uma porta	3.6	CONTRADICTION
5052	Uma porta está sendo aberta por um homem	Um homem está cortando uma cebola	1.2	NEUTRAL
5082	Uma mulher está tocando violino	Não há homem tocando piano	2.1	NEUTRAL
5110	Um chef está preparando um pouco de comida	Um chef está preparando uma refeição	4.8	ENTAILMENT
5113	Dois toques de sumô estão lutando	Dois lutadores de sumô estão lutando	4	ENTAILMENT
5119	Dois toques de sumô estão lutando	Um homem está montando um brinquedo aquático na água	1	NEUTRAL
5148	Um homem está mantendo um pedaço de pão	Uma mulher está manteve um pedaço de pão	3.5	NEUTRAL
5203	A mulher está colocando macarrão em um prato	Macarrão está sendo colocado em um prato por uma mulher	5	ENTAILMENT
5206	Uma mulher está puxando uma gosma pegajosa de uma tigela	A mulher não está colocando macarrão em um prato	2.2	NEUTRAL
5310	Não há garota tocando uma flauta	Uma garota está tocando uma flauta	3.6	CONTRADICTION
5349	Uma flauta grande está sendo tocada por um homem	Um homem está tocando uma flauta	4.3	ENTAILMENT
5352	Um homem está tocando uma flauta grande	Não há homem tocando flauta	4.1	CONTRADICTION
5374	Um polvo está sendo cortado por uma mulher	Uma mulher está cortando um polvo	5	ENTAILMENT
5454	Um homem está tocando uma flauta	Um homem não está tocando flauta	4.2	CONTRADICTION
5461	Uma mulher está jogando flauta	Um homem está tocando uma flauta	3.7	NEUTRAL
5498	Uma mulher está cortando um limão	Uma mulher está cortando frutas	4.2	ENTAILMENT
5540	Um grupo de pessoas está dançando em um show	Um grupo de pessoas está marchando	2.3	NEUTRAL
5588	Um cupcake está sendo comido por uma garota	Uma garota está comendo um cupcake	5	ENTAILMENT
5657	Uma pessoa está comendo em um restaurante	Uma pessoa está fazendo uma cama	1.2	NEUTRAL
5698	O cozinheiro está borrifando queijo na pizza	O homem está borrifando queijo na pizza	4	NEUTRAL
5706	Um homem está recarregando uma espingarda	Um homem está disparando uma espingarda	3.7	NEUTRAL
5745	Um filhote de tigre está jogando com uma bola	Um bebê está brincando com uma boneca	1.4	NEUTRAL
5747	Um bebê está brincando com um brinquedo	Um bebê tigre está brincando com uma bola	3.2	NEUTRAL
5799	Uma pessoa está descascando uma batata	Uma batata está sendo descascada por uma pessoa	5	ENTAILMENT
5806	Um homem está remar uma canoa	Um homem está remar um barco	4.2	ENTAILMENT
5904	Um homem e uma mulher estão dirigindo pela rua em um jipe	Um homem e uma mulher estão dirigindo pela estrada em um veículo ao ar livre	4	NEUTRAL
5909	Uma mulher está derramando ingredientes em uma tigela	O chef está temperando o óleo	3.1	NEUTRAL
5914	Um cavalo está sendo montado por uma pessoa	Uma pessoa está montando um cavalo	5	ENTAILMENT
5920	Um cavalo está sendo montado por uma pessoa	Uma mulher está cortando batatas	1	NEUTRAL
5924	O homem não está fazendo exercícios	O homem está fazendo exercícios	3.8	CONTRADICTION
5930	O homem não está fazendo exercícios	Dois homens estão lutando	2.3	NEUTRAL
5938	Vegetais estão sendo colocados em uma panela por um homem	Alguém está derramando ingredientes em uma panela	4	ENTAILMENT
5955	Um cachorro está deixando uma bola na sujeira	Um cachorro está perseguindo uma bola pela sujeira	3.7	NEUTRAL
6001	Não há cachorro marrom em pé na água	Um cachorro com pêlo dourado está na água	2.8	NEUTRAL
6005	Uma jovem de camisa azul está andando na calçada e segurando um sinal rosa	Uma jovem menina por uma placa rosa está segurando uma camisa azul e está andando na calçada	3.4	NEUTRAL
6042	A criança pequena está andando pela água e está sendo guiada por outra pessoa	Uma criança está espirrando na água	3.4	NEUTRAL
6047	Um homem e uma mulher estão em uma sala pintada bege, usando camisas de cor escura e um monitor está em segundo plano	Um homem e uma mulher estão em uma sala bege, usando camisas de cor escura e um monitor está em segundo plano	5	ENTAILMENT
6078	Uma pessoa vestindo jeans está sentado feliz no topo de uma sela de cavalo	Uma mulher de jeans está sentada na sela de um cavalo	4.2	NEUTRAL
6119	Um cachorro marrom e branco está segurando uma bola de beisebol na boca	Um cachorro preto e branco está soltando uma bola de beisebol da boca	3.3	NEUTRAL
6131	Um garoto vestindo um maiô vermelho está pulando em uma piscina de crianças azuis	Um garoto usando shorts vermelhos está pulando em uma piscina de remar	4	NEUTRAL
6146	Duas pessoas estão de pé no oceano e assistindo ao pôr do sol	Ninguém está de pé no oceano e assistindo ao pôr do sol	2.5	CONTRADICTION
6153	Um motorista de carro de corrida está de pé e apontando a mão para o céu	Um motorista de carro está sentado e está imóvel	3	NEUTRAL
6158	Um motorista de carro está em pé e está apontando ferozmente a mão para o céu	A pessoa de jaqueta azul está usando um capacete colorido	1.6	NEUTRAL
6203	Um ciclista está segurando uma bicicleta sobre a cabeça em um grupo de pessoas	Um ciclista está sendo mantido sobre a cabeça de um grupo de pessoas com a bicicleta	3.4	NEUTRAL
6213	Um homem está sentado em um barco na fonte do pôr do sol, perto de uma bandeira	Um homem está de pé em um barco em frente ao pôr do sol perto de uma bandeira	3.8	NEUTRAL
6219	Um homem está de pé em um barco em frente ao pôr do sol perto de uma bandeira	Um homem está em um barco em frente ao pôr do sol	4.1	ENTAILMENT
6228	As pessoas em uma corrida de drag estão fugindo das chamas que estão saindo dos carros	A multidão está assistindo dois carros de corrida que estão deixando a linha de partida	2.6	NEUTRAL
6231	Dois cães estão brincando juntos na grama	Dois cães estão descansando juntos na grama	3.3	NEUTRAL
6280	Um cachorro, que é preto, está correndo na grama	Um cachorro preto está correndo na grama	5	ENTAILMENT
6287	Um cachorro preto está correndo na grama e sua língua está saindo	Um cachorro preto está correndo na grama	4.9	ENTAILMENT
6315	Um cachorro amarelo está correndo na neve branca em um dia muito ensolarado	Um cachorro amarelo está correndo na neve branca em um dia ensolarado	4.6	ENTAILMENT
6330	Uma garota está vestindo jeans e uma camisa rosa e está correndo	Um menino de camisa rosa está correndo debaixo de uma árvore no deserto	2.8	NEUTRAL
6344	Um cachorro branco está usando uma bandana de rena de Natal e está brincando com um cachorro marrom na grama	A rena branca usando orelhas de cachorro está perto de uma rena marrom	2.2	NEUTRAL
6358	A mulher em uma fantasia vermelha está encostada em uma parede de tijolos e tocando um instrumento	A mulher em uma fantasia vermelha não está se inclinando contra uma parede de tijolos e não está tocando um instrumento	3.2	CONTRADICTION
6394	Uma cachoeira está fluindo para uma piscina rasa	As pessoas estão andando na estrada ao lado de uma bela cachoeira	2.3	NEUTRAL
6396	Um cachorro está espalhando um pacote de ovelha branca em uma fazenda empoeirada	Um cachorro está pastoreando um pacote de ovelha branca em uma fazenda empoeirada	3.8	NEUTRAL
6450	Um menino está usando uma blusa amarela e está rindo	Um garoto de riso está em um tanque amarelo e está usando um top	3.5	NEUTRAL
6482	A pessoa não está de pé no gelo branco	Uma pessoa está em pé em um vasto campo de gelo glacial	3.1	NEUTRAL
6544	O goleiro de hóquei no gelo está usando uma camisa amarela e está defendendo a meta	Não há jogador de hóquei em uma camisa amarela guardando o gol	4	CONTRADICTION
6568	Uma mulher está usando um capacete azul e está andando de bicicleta em um estacionamento	Uma mulher está estacionando uma bicicleta azul e está usando muitos capacetes de pilotagem	3.1	NEUTRAL
6590	Uma jovem está de pé em uma perna	Uma jovem fêmea está dançando	3.3	NEUTRAL
6592	Uma jovem está de pé em uma perna	Uma jovem está dançando	2.7	NEUTRAL
6598	Uma abelha está agarrada a uma flor amarela	Não há poucas de abelhas em um monte de flores amarelas	3.9	NEUTRAL
6625	Não há cachorro branco com manchas bege correndo através de um campo	Um cachorro bronzeado está passando pelo pincel	2.7	NEUTRAL
6634	Um obstáculo está sendo saltado por um cavalo que tem um cavaleiro nas costas	Um cavalo e seu cavaleiro estão pulando sobre uma barreira	4.5	ENTAILMENT
6649	Duas adolescentes estão vestindo vestidos sofisticados em um evento	Duas garotas na adolescência estão vestindo vestidos sofisticados em um evento	4.8	ENTAILMENT
6673	Uma sala de aula cheia de estudantes está olhando atentamente na mesma direção dentro de uma estrutura de bambu	Um grupo de estudantes de uniformes está ouvindo atentamente na frente da aula	2.8	NEUTRAL
6705	Uma criança, pequena, está ao ar livre, escalando degraus ao ar livre em uma área cheia de grama	Uma criança pequena está ao ar livre, escalando degraus em uma área gramada	4.9	ENTAILMENT
6709	Uma criança em um suéter rosa está subindo uma escada de concreto	Uma criança pequena está ao ar livre, escalando degraus em uma área gramada	3.5	NEUTRAL
6729	Uma criança em laranja está brincando lá fora com uma bola de neve	Uma bola de neve está sendo feita por uma criança	3.3	NEUTRAL
6740	As pessoas não estão sentadas em um banco em frente a um restaurante	Três pessoas estão sentadas em um banco sob algumas palmeiras	3.2	NEUTRAL
6756	Um cachorro marrom grande e um pequeno cachorro cinza estão em pé em uma superfície rochosa	Um grande cachorro marrom e um pequeno cachorro cinza estão em uma superfície rochosa	4.8	ENTAILMENT
6764	Três meninos estão descansando em pedras ao longo de um rio	Três meninos estão andando em pedras ao longo de um rio	3.8	NEUTRAL
6784	Não há homem vestido de preto usando uma elaborada máscara preta	Um homem vestido de preto está usando uma elaborada máscara preta	3.4	CONTRADICTION
6849	Duas crianças, pequenas, estão brincando com um carro de brinquedo na rua	Um pai está empurrando sua filha em um kart e outra garota está assistindo	2.2	NEUTRAL
6866	Um cachorro de ouro está passando por um campo de grama alta	Não há cachorro marrom correndo pela grama verde alta	4	NEUTRAL
6912	A mulher usando o uniforme azul e branco com um chapéu branco e azul está mantendo a boca aberta e está perto de outras pessoas que estão vestidas da mesma maneira	Uma mulher está vestindo uma camisa azul com um colete branco e um boné branco e está falando e marchando	3.4	NEUTRAL
6932	O snowboarder está fazendo um giro sobre um monte de neve	Alguém está pulando no ar em uma prancha	3.8	ENTAILMENT
6955	Um garoto loiro de verde está sentado em um balanço	Não há garotinha com cabelo loiro sorrindo e sentado em um balanço	3.185	NEUTRAL
6961	Um homem branco está encenando um chapéu e uma guitarra tocando	Um homem de chapéu branco está tocando violão no palco	3	NEUTRAL
6971	Não há homem em um uniforme vermelho dando um salto em uma corrida de bicicleta suja	Um homem de uniforme vermelho está saltando em uma corrida de bicicleta suja	3.4	CONTRADICTION
7002	Jogadores de rugby não estão se enfrentando	Um jogador de futebol está sendo abordado por seu oponente	2.5	NEUTRAL
7007	Um cachorro branco está de pé em folhas caídas	Um cachorro branco está deitado em folhas caídas	3.8	NEUTRAL
7018	Uma criança em roupas que é de cor clara está de pé com os braços estendidos para fora	Uma criança em roupas de cor clara está de pé com os braços estendidos para fora	5	ENTAILMENT
7027	O menino e a menina não estão jogando em um playground	O menino e a menina estão brincando na academia ao ar livre	3	NEUTRAL
7043	O motocross Rider está nua	Um motociclista com uma jaqueta azul, calça preta e um capacete branco está dirigindo na sujeira e as pessoas estão assistindo	2.6	NEUTRAL
7044	O cavaleiro na bicicleta de motocross azul e preto não está usando as calças	Um motociclista com uma jaqueta azul, calça preta e um capacete branco está dirigindo na sujeira e as pessoas estão assistindo	3.2	NEUTRAL
7064	Um truque está sendo realizado por um rolador em uma rampa	Um rolador está realizando um truque em uma rampa	5	ENTAILMENT
7088	Um grupo de jogadores de futebol está parado no campo	A multidão está assistindo a um jogo de futebol	2.6	NEUTRAL
7093	O grupo de pessoas está junto e olhando para a câmera	Um grupo de pessoas está junto e olhando para a câmera	5	ENTAILMENT
7214	Um cachorro marrom está correndo pelo quintal com um brinquedo na boca	Não há cachorro marrom correndo pelo quintal com um brinquedo na boca	3.8	CONTRADICTION
7228	Não há garoto pulando no ar com os joelhos dobrados e os braços espalhados	Uma pessoa com uma camisa verde está pulando alto sobre a grama	2.6	NEUTRAL
7311	Um cigarro está sendo fumado pelo homem no chapéu de palha	Um homem está usando um chapéu de palha e fumando um cigarro	4.8	ENTAILMENT
7319	Um homem está vestindo uma camisa azul com mangas compridas e jeans e está montando um uniciclo em uma rua	Um homem está vestindo uma camisa quadriculada azul e montando um uniciclo na rua	4.3	NEUTRAL
7356	Crianças pequenas estão subindo uma estátua em um parque	Duas crianças estão brincando em uma estátua	4.1	NEUTRAL
7363	Uma torre está sendo vista por uma senhora loira	Uma mulher está olhando para a vista de uma cidade	3.3	NEUTRAL
7374	Um homem está de pé no topo das rochas com nuvens atrás deles	Alguém está de pé no topo da montanha	3.1	NEUTRAL
7394	Uma criança está sorrindo para a câmera e nadando debaixo d'água	Uma criança está nadando debaixo d'água em uma piscina	4.1	NEUTRAL
7410	Um jogador de futebol americano está usando a faixa vermelha e branca	Um jogador de futebol está vestindo braçadeiras pretas	2.4	NEUTRAL
7445	A menina está balançando e a mulher está de pé atrás dela	A garota, que é pequena, está balançando e a mulher está de pé atrás	4.9	ENTAILMENT
7448	Uma criança pequena está mostrando emoção em um cenário no parque	A garota, que é pequena, está balançando e a mulher está de pé atrás	3.6	NEUTRAL
7464	Um surfista está montando a onda	Um homem está caindo de uma prancha de surf na água	3.5	NEUTRAL
7466	O grupo de pessoas está sentado em uma sala escura	O grupo de pessoas está sentado em uma sala que é escura	4.9	ENTAILMENT
7471	Um homem e duas mulheres em um quarto escuro estão sentadas à mesa com velas	O grupo de pessoas está sentado em uma sala escura	3.6	ENTAILMENT
7475	Um homem e duas mulheres em uma sala escura estão sentadas à mesa com velas	O grupo de pessoas escuras está sentado em uma sala	2.5	NEUTRAL
7477	Um homem de camisa branca e óculos de sol e um homem de camisa preta e óculos de sol estão sentados em uma mesa com quatro garrafas de cerveja	Um homem de camisa branca e óculos de sol e um homem de camisa preta e óculos de sol estão sentados à mesa com quatro garrafas de cerveja	4.9	ENTAILMENT
7501	A mulher não está vestindo uma jaqueta vermelha e não está segurando um copo na frente do homem em uma camiseta branca	Uma pessoa está vestindo uma jaqueta vermelha e segurando uma cerveja	2.4	NEUTRAL
7533	Uma criança está assistindo alguém brincando ao ar livre e está falando água sobre o resto de sua família	Um menino está segurando uma mangueira ao lado de um homem e outro garoto está assistindo	3	NEUTRAL
7541	Não há jogador de futebol em uma camisa roxa correndo com a bola para um touchdown	Um jogador de futebol está passando por um oficial carregando uma bola de futebol	3.3	NEUTRAL
7544	Um jogador de futebol está carregando um oficial de futebol	Um jogador de futebol em uma camisa roxa está correndo com a bola para um touchdown	2.9	NEUTRAL
7546	Uma jovem menina em um collant azul está pulando no ar	Uma jovem menina em um colibea colorida em azul está pulando no ar	5	ENTAILMENT
7548	A jovem de azul está pulando no ar	Uma jovem de azul está pulando no ar	5	ENTAILMENT
7582	O grupo de homens está jogando rugby em um campo cheio de lama	Alguns homens estão jogando rugby	4.5	ENTAILMENT
7590	Uma pessoa está olhando para uma bicicleta projetada para o motocross que está deitado de lado e outra está correndo por	O ciclista está olhando para um acidente de outro ciclista	3.1	NEUTRAL
7649	Não há menino vestindo uma faixa de futebol verde e correndo na grama	Um menino está usando uma faixa de futebol verde e está correndo na grama	3.6	CONTRADICTION
7667	O homem na praia não está fazendo um pino na areia molhada na beira da água	O homem está fazendo um pino na areia molhada na beira da água na praia	3.7	CONTRADICTION
7677	Uma jovem mãe está brincando com o filho no parque	Um garoto está brincando no parque com sua mãe	4.5	ENTAILMENT
7718	Um homem está pulverizando uma super imersão na boca de um cachorro	Não há homem pulverizando uma super imersão na boca de um cachorro	3.8	CONTRADICTION
7720	Não há homem pulverizando uma super imersão na boca de um cachorro	Um homem está esgueirando água na boca de um cachorro branco com uma pistola de esguicho	2.9	NEUTRAL
7726	Um menino sob um guarda -chuva está sendo mantido por seu pai, que está vestindo um casaco azul	Um garoto, que está vestindo um casaco azul, está sendo mantido por seu pai sob um guarda -chuva	4.3	NEUTRAL
7734	Um menino sob um guarda -chuva está sendo mantido por seu pai, que está vestindo um casaco azul	Uma criança está experimentando um novo mundo	1.5	NEUTRAL
7743	Um cachorro está brincando sozinho em uma praia coberta de neve	Um cachorro está andando ao longo de uma neve	3.2	NEUTRAL
7772	Um surfista está montando uma grande onda em água verde escura	O surfista está montando uma pequena onda	3.9	CONTRADICTION
7795	Um tenista está subindo para a esquerda	Um tenista está pulando para a esquerda	4.4	ENTAILMENT
7820	Dois cães estão olhando para algo que está espirrando na água	Alguns cães não estão brincando em um riacho	3.7	NEUTRAL
7877	Um homem de chapéu azul de cowboy está montando um cavalo branco	Um homem de azul está montando um cavalo em uma estrada de terra	3.9	NEUTRAL
7889	Dois cães brancos estão brincando com um cachorro marrom e uma bola de tênis	Dois cães brancos estão brincando com um cachorro marrom e uma bola	4.7	ENTAILMENT
7932	Uma pessoa em uma jaqueta rosa está correndo em campo	Quatro atletas estão com uma mulher em um estádio lotado	2	NEUTRAL
7937	Uma mulher vestida com roupas elegantes está dentro de uma multidão de pessoas e está olhando para cima	Uma mulher vestida com roupas elegantes está dentro de uma multidão de pessoas e está olhando para baixo	3.1	NEUTRAL
7938	Uma mulher asiática está segurando um lenço de pele	Uma mulher elegante está dentro de uma multidão de pessoas e está olhando para baixo	2.2	NEUTRAL
7947	Uma criança de camiseta branca está espirrando em águas rasas	Um menino está correndo pela água na praia	3.4	NEUTRAL
7950	Uma garota está correndo pela água na praia	Um menino de camiseta branca está espirrando em águas rasas	2.3	NEUTRAL
7951	Um menino de camiseta branca está espirrando em águas rasas	Um menino está correndo pela água na praia	3.5	NEUTRAL
7997	As crianças não estão usando ternos e a água está espirrando	Crianças em ternos de natação estão brincando na água	2.8	NEUTRAL
8057	Uma jovem menina está vestindo um maiô de natação com estampamento azul, uma touca de natação preta e amarela e tem óculos de natação azuis na cabeça	Uma garotinha está vestindo um maiô de natação com estampamento azul, uma touca de natação preta e amarela e tem óculos de natação azuis na cabeça	4.8	ENTAILMENT
8122	Uma líder de torcida está sentada no joelho de uma líder de torcida masculina	Algumas líderes de torcida estão relaxando	3	NEUTRAL
8138	A garota tem cabelos ruivos e sobrancelhas, vários piercings em um ouvido e um desenho nas costas	A garota tem cabelos ruivos e sobrancelhas, vários piercings em um ouvido e uma tatuagem nas costas	4.4	ENTAILMENT
8141	A garota tem cabelos ruivos e sobrancelhas, vários piercings em um ouvido e sem tatuagem nas costas	Uma garota com cabelos ruivos e sobrancelhas vermelhas está no meio da pulseira	3	NEUTRAL
8163	Duas pessoas estão dirigindo um jipe ​​e uma senhora está sentada no topo	Duas pessoas estão dirigindo um jipe ​​e uma garota está sentada no topo	4.8	ENTAILMENT
8193	Os adultos e crianças não estão reunidos perto de um arranjo de assentos ao ar livre	Os adultos e crianças estão sendo reunidos perto de um arranjo de assentos ao ar livre	4.4	CONTRADICTION
8212	Uma garota tem manchas coloridas nas bochechas	Uma garota está de pé em um grupo e está vestindo uma camisa preta e contas rosa	2.4	NEUTRAL
8220	Dois cães estão passando pela água	Dois cães estão correndo pela grama alta	3.335	NEUTRAL
8263	Algumas pessoas e veículos estão em uma rua lotada	Algumas pessoas e veículos estão em uma rua quase vazia	4.2	CONTRADICTION
8313	Uma jovem menina com rosto pintado está ao lado de outras crianças	As crianças estão sendo vestidas com roupas e jogando um jogo	3.1	NEUTRAL
8326	Não há rampas de sujeira de pulando de motociclista BMX na frente de um corpo de água	Dois motociclistas BMX estão pulando rampas de terra na frente de um corpo de água	4.4	CONTRADICTION
8334	Um homem está fazendo um truque em um skate	Uma pessoa está fazendo um truque em um skate	4.4	ENTAILMENT
8343	Um homem de uniforme de motocross está usando um capacete e monta uma motocicleta vermelha	Uma pessoa de uniforme de motocross está usando um capacete e monta uma motocicleta vermelha	4.8	ENTAILMENT
8362	Um menino de camisa listrada está pulando atrás de uma fonte de água	Um menino de camisa listrada está pulando na frente de uma fonte de água	4.2	NEUTRAL
8375	Dois cães grandes, de cor clara e um escuro, estão dormindo em um terreno de neve	Dois cães estão pulando pela grama e pedras nevadas	2.4	NEUTRAL
8383	Uma garota de azul está deslizando para um slide verde	A jovem de azul está desfrutando de um slide	4.3	ENTAILMENT
8389	Um homem branco está andando ao lado de um prédio em uma cidade grande	Um homem negro está andando ao lado de um prédio em uma cidade grande	3.3	NEUTRAL
8461	Um homem sem chapéu está sentado no chão	Um homem com um chapéu para trás está sentado no chão	4	NEUTRAL
8471	Uma garota de suéter azul está segurando um brinquedo multicolor e está sentado nos ombros de um homem velho com cabelos grisalhos	Uma garota de suéter azul está segurando um brinquedo multicolor e está sentado nos ombros de um homem com cabelos grisalhos	4.6	ENTAILMENT
8500	O homem está entrando na água	A pessoa está entrando no mar	4.1	NEUTRAL
8505	Duas pessoas estão sentadas em um banco de parque em um dia ensolarado	Duas pessoas estão sentadas em um banco de parque em um dia quente	4.3	NEUTRAL
8548	A criança está espirrando água em uma grande piscina vermelha	Uma criança está fazendo um respingo dentro de uma piscina azul	3.1	NEUTRAL
8558	Um cachorro de seda cinza está deitado na grama e um cachorro marrom está olhando	O cachorro marrom está vendo um cachorro preto deitado na grama seca	3.2	NEUTRAL
8576	Um cachorro preto e um pequeno cachorro branco e preto estão olhando para uma bancada de cozinha	Um cachorro grande e um cachorro pequeno estão ao lado do balcão da cozinha e estão investigando	4.2	ENTAILMENT
8632	Um homem não está escalada e uma cidade e uma baía estão em segundo plano	Um homem é escalada e uma cidade e uma baía estão em segundo plano	4.4	CONTRADICTION
8633	Um homem está escalando, pausando e calculando a rota	Um homem está escalando, parando e calculando a rota	4.8	ENTAILMENT
8658	Nenhum grupo de pessoas está se reunindo em uma posição na feira	As pessoas estão de pé em um carnaval	3.8	NEUTRAL
8660	Um grupo de patins está alinhado na rua	Um grupo de patins está alinhado na estrada	4.9	ENTAILMENT
8678	Um skatista está pulando de uma rampa	Um skatista está fazendo um salto de uma rampa	4.8	ENTAILMENT
8700	Um pássaro preto e laranja está de pé na grama	O pássaro preto com um bico amarelo está de pé na grama verde	4	NEUTRAL
8714	Dois cães brancos estão correndo rapidamente juntos	Dois cães brancos estão correndo juntos	4.6	ENTAILMENT
8727	Um grupo de pessoas está em torno de uma mesa de mistura de som	Algumas pessoas estão olhando para equipamentos de som	3.5	ENTAILMENT
8786	Uma garota está pulando corda em uma calçada	Uma garota está pulando corda perto de uma rua	4.3	ENTAILMENT
8792	Uma menina está pulando corda em uma calçada perto de uma garagem	Uma garota está pulando corda perto de uma rua	3.7	NEUTRAL
8806	Um cachorro está nadando em um corpo de água	Um animal está nadando em um corpo de água	4.5	ENTAILMENT
8832	Uma mulher está apoiada na borda de uma varanda	Um homem está apoiado na borda de uma varanda	3.8	NEUTRAL
8841	Um pequeno cachorro branco está correndo pelo gramado	Um grande cachorro branco está atravessando um gramado	3.1	NEUTRAL
8855	O cachorro está na coleira e está andando perto da água	Um cachorro preto na coleira está andando na água	4.5	NEUTRAL
8938	Um garoto de shorts laranja está de pé em um penhasco sobre a água e o outro garoto de short preto está pulando na água	Dois homens estão de pé na borda do penhasco e um está pulando na água	4	NEUTRAL
8963	Um pequeno grupo de pessoas está de pé e dois estão sentados no sofá	Um grupo de cinco jovens adultos está descansando para dentro de casa	3.8	NEUTRAL
8986	Uma jovem de biquíni está pulando na praia	Uma jovem suíte de natação está pulando na praia	4.4	ENTAILMENT
9014	Um filho loiro está descendo um deslize e levantando os braços	Uma criança com cabelos escuros está descendo um deslize e levantando os braços	3.7	CONTRADICTION
9029	Dois cães estão brincando em uma floresta	Um cachorro marrom está correndo atrás de um cachorro preto em uma costa rochosa	2.3	NEUTRAL
9036	Um cachorro branco está se aproximando de um cachorro de ouro em Pebbly Beach	Dois cães estão brincando em uma praia rochosa	2.9	NEUTRAL
9056	Duas meninas estão usando chapéus e enfiando suas línguas coloridas	Duas crianças estão saindo de línguas de cor azul e verde	3.6	NEUTRAL
9069	Dois meninos estão deitados no oceano perto da praia	Dois meninos estão deitados na água perto da praia	4.4	ENTAILMENT
9093	Um homem grande está sentado em uma loja de acessórios militares	Um veterano está mostrando coisas diferentes de uma guerra para algumas pessoas	2.8	NEUTRAL
9102	Um cachorro com uma gola azul está jogando com a bola lá fora	Um cachorro cinza está pulando uma bola de futebol na cabeça em um campo de grama	3.4	NEUTRAL
9125	Uma jovem com roupas indianas e hena na mão está passando pela papelada	Uma mulher está vestindo uma camisa colorida e muitas jóias	2.4	NEUTRAL
9132	Um homem em uma camisa que é preta está de pé em uma academia	Um homem em uma camisa preta está de pé em uma academia	4.9	ENTAILMENT
9136	Um homem em uma camisa preta está de pé em uma academia	Um homem está de pé em uma academia e está usando uma camisa	4.5	ENTAILMENT
9169	Um pouco de cachorro marrom e branco está correndo na calçada	Um pouco de cachorro marrom e branco está correndo na estrada	3.7	NEUTRAL
9188	Um cachorro está ligando a grama e perseguindo uma bola de tênis voadora	Um cachorro amarelo está perseguindo uma bola	4.4	NEUTRAL
9198	Uma mulher de jeans azul está em frente a um grupo de crianças ao lado de uma casa construída em pedra	Nenhuma senhora está de pé na rua e está cercada por crianças em idade escolar	3.2	NEUTRAL
9200	Uma senhora está de pé na rua e é cercada por crianças em idade escolar	Um homem de jeans azul está em frente a um grupo de crianças ao lado de uma casa construída em pedra	2	NEUTRAL
9211	Um cara está pulando no ar em madeira	Um cara está pulando no ar em uma área arborizada	4.3	NEUTRAL
9224	Um cachorro está correndo com uma bola	O cachorro preto está carregando uma bola azul e branca na boca	4	NEUTRAL
9242	O homem de azul está posando para uma foto ao lado de um veículo	Um homem está de pé ao volante de um carro americano clássico que tem sua porta e tronco aberto	3.2	NEUTRAL
9287	Um homem está esquiando em uma colina e pulando um obstáculo vermelho	Um homem está praticando snowboard por uma grade na neve	3.1	NEUTRAL
9303	O skatista está pulando no ar	Um skatista está pulando no ar	4.9	ENTAILMENT
9314	Um snowboarder está triturando um longo trilho de concreto	Uma pessoa está fazendo acrobacias em um snowboard	3.3	NEUTRAL
9336	Um grupo de pessoas está andando pela rua e uma pessoa em um chapéu verde está no telefone	Quatro pessoas estão andando ao longo de uma calçada da cidade e a que no chapéu verde está ligando para alguém	4.2	NEUTRAL
9359	Um surfista está surfando uma grande onda	Um surfista está surfando uma onda enorme	4.9	ENTAILMENT
9371	Uma pessoa com uma jaqueta com capuz vermelho e uma mochila preta está andando perto de uma parede rochosa	Um homem de jaqueta vermelha e calça cáqui está andando por um estado europeu	3	NEUTRAL
9380	Os jogadores estão manobrando para a bola de futebol	Um homem em verde está chutando uma bola de futebol e um homem de roxo e branco está subindo	3.5	NEUTRAL
9401	O homem vestido com chaps de couro e uma camisa roxa está de pé na frente de alguém que parece	Um homem está vestindo uma camisa roxa e pretos de couro e está posando para a câmera	3.3	NEUTRAL
9424	Um cachorro está em uma área arenosa com a areia que está sendo agitada no ar e várias plantas estão em segundo plano	Um cachorro está na areia que está soprando no ar	4.1	NEUTRAL
9425	Nenhum cachorro está na areia que está soprando ao vento	Um cachorro está em uma área arenosa com a areia que está sendo agitada no ar e várias plantas estão em segundo plano	4	CONTRADICTION
9433	O cachorro preto e branco está correndo em um quintal verde	Um cachorro preto e branco está correndo ao ar livre	4.4	ENTAILMENT
9452	Um cachorro está pulando no ar no país	Um cachorro está pulando na sombra de algumas árvores	3.7	NEUTRAL
9453	Um cachorro está pulando na sombra de algumas árvores	Um gato está pulando no ar no país	1.6	NEUTRAL
9490	Um aglomerado de quatro cães marrons está brincando em um campo de grama marrom	Quatro cães não estão brincando em uma área gramada	4	CONTRADICTION
